     0.590798   -0.029379
     0.600157   -0.029121
     0.609565   -0.028846
     0.619003   -0.028566
     0.628443   -0.028296
     0.637893   -0.028044
     0.647364   -0.027806
     0.656847   -0.027571
     0.666317   -0.027333
     0.675765   -0.027082
     0.685196   -0.026811
     0.694636   -0.026516
     0.704101   -0.026205
     0.713586   -0.025886
     0.723073   -0.025570
     0.732554   -0.025265
     0.742034   -0.024971
     0.751506   -0.024681
     0.760947   -0.024384
     0.770350   -0.024073
     0.779722   -0.023737
     0.789094   -0.023369
     0.798493   -0.022977
     0.807922   -0.022572
     0.817354   -0.022168
     0.826772   -0.021780
     0.836190   -0.021411
     0.845609   -0.021053
     0.855004   -0.020697
     0.864342   -0.020335
     0.873605   -0.019958
     0.882784   -0.019558
     0.891881   -0.019134
     0.900871   -0.018695
     0.909696   -0.018255
     0.918272   -0.017824
     0.926502   -0.017414
     0.934296   -0.017034
     0.941582   -0.016682
     0.948309   -0.016331
     0.954487   -0.015953
     0.960156   -0.015534
     0.965361   -0.015070
     0.970143   -0.014560
     0.974544   -0.013959
     0.978622   -0.013182
     0.982434   -0.012156
     0.986029   -0.010817
     0.989483   -0.009219
     0.992860   -0.007490
     0.996085   -0.005523
     0.998854   -0.002770
     1.000000    0.000000
