1.0000	0.0010
0.9941	0.0102
0.9731	0.0192
0.9400	0.0292
0.8932	0.0416
0.8413	0.0539
0.8021	0.0622
0.7522	0.0717
0.6983	0.0808
0.6442	0.0889
0.5923	0.0958
0.5418	0.1014
0.4990	0.1050
0.4404	0.1078
0.4041	0.1081
0.3448	0.1063
0.2963	0.1029
0.2463	0.0978
0.1905	0.0891
0.1485	0.0796
0.0956	0.0639
0.0454	0.0438
0.0383	0.0402
0.0268	0.0337
0.0128	0.0242
0.0033	0.0147
0.0000	0.0066
0.0001	0.0037
0.0032	-0.0037
0.0108	-0.0113
0.0149	-0.0146
0.0536	-0.0259
0.0913	-0.0294
0.1193	-0.0305
0.1470	-0.0310
0.2016	-0.0314
0.2474	-0.0315
0.2898	-0.0315
0.3464	-0.0312
0.3924	-0.0308
0.4480	-0.0303
0.4940	-0.0299
0.5353	-0.0294
0.5921	-0.0283
0.6518	-0.0265
0.6973	-0.0248
0.7637	-0.0216
0.8143	-0.0189
0.8664	-0.0161
0.9118	-0.0139
0.9481	-0.0119
0.9747	-0.0097
0.9885	-0.0074
0.9938	-0.0070
1.0000	0.0010
