1.0000	-0.0118
0.9921	0.0045
0.9788	0.0112
0.9521	0.0205
0.9078	0.0321
0.8527	0.0441
0.7998	0.0531
0.7437	0.0610
0.6985	0.0666
0.6406	0.0732
0.5824	0.0784
0.5303	0.0809
0.4579	0.0815
0.3985	0.0806
0.3410	0.0789
0.2955	0.0771
0.2448	0.0745
0.1928	0.0703
0.1321	0.0621
0.0900	0.0532
0.0569	0.0426
0.0413	0.0358
0.0273	0.0283
0.0185	0.0226
0.0064	0.0121
0.0005	0.0012
0.0001	-0.0033
0.0000	-0.0042
0.0065	-0.0148
0.0100	-0.0181
0.0350	-0.0262
0.0812	-0.0313
0.1118	-0.0326
0.1571	-0.0338
0.1867	-0.0345
0.2621	-0.0366
0.3051	-0.0375
0.3498	-0.0382
0.4141	-0.0391
0.4516	-0.0393
0.5116	-0.0395
0.5663	-0.0392
0.6089	-0.0386
0.6628	-0.0375
0.6942	-0.0367
0.7681	-0.0343
0.8137	-0.0323
0.8593	-0.0300
0.9191	-0.0278
0.9435	-0.0275
0.9668	-0.0266
0.9806	-0.0249
0.9901	-0.0246
1.0000	-0.0118
