1.0000	-0.0186
0.9963	-0.0056
0.9762	0.0034
0.9588	0.0093
0.9140	0.0221
0.8724	0.0322
0.8129	0.0449
0.7647	0.0538
0.7105	0.0626
0.6684	0.0686
0.6121	0.0757
0.5664	0.0805
0.4971	0.0851
0.4417	0.0867
0.3966	0.0868
0.3522	0.0859
0.2879	0.0828
0.2450	0.0793
0.1922	0.0728
0.1464	0.0642
0.0886	0.0491
0.0396	0.0304
0.0258	0.0234
0.0175	0.0177
0.0102	0.0121
0.0045	0.0059
0.0006	-0.0014
0.0000	-0.0109
0.0004	-0.0024
0.0012	-0.0110
0.0035	-0.0153
0.0090	-0.0218
0.0311	-0.0305
0.0735	-0.0365
0.1002	-0.0380
0.1301	-0.0391
0.1664	-0.0399
0.2209	-0.0410
0.2728	-0.0419
0.3380	-0.0425
0.3914	-0.0429
0.4411	-0.0432
0.5009	-0.0436
0.5587	-0.0435
0.6177	-0.0425
0.6604	-0.0413
0.7173	-0.0391
0.7859	-0.0357
0.8325	-0.0327
0.8738	-0.0302
0.9241	-0.0278
0.9644	-0.0257
0.9870	-0.0226
1.0000	-0.0186
