1.0000	-0.0048
0.9923	0.0049
0.9673	0.0133
0.9649	0.0141
0.9270	0.0254
0.8751	0.0389
0.8276	0.0503
0.7791	0.0609
0.7325	0.0700
0.6791	0.0792
0.6339	0.0862
0.5801	0.0938
0.5340	0.0995
0.4928	0.1037
0.4360	0.1082
0.3880	0.1099
0.3385	0.1095
0.2859	0.1065
0.2414	0.1022
0.1939	0.0949
0.1395	0.0826
0.0924	0.0680
0.0473	0.0500
0.0210	0.0353
0.0126	0.0291
0.0033	0.0195
0.0000	0.0097
0.0000	0.0092
0.0013	0.0020
0.0052	-0.0048
0.0119	-0.0111
0.0169	-0.0145
0.0307	-0.0214
0.0412	-0.0251
0.0712	-0.0312
0.0936	-0.0337
0.1179	-0.0352
0.1392	-0.0361
0.1859	-0.0370
0.2256	-0.0374
0.2838	-0.0377
0.3352	-0.0375
0.3853	-0.0373
0.4375	-0.0365
0.4851	-0.0361
0.5327	-0.0352
0.5773	-0.0345
0.6283	-0.0331
0.6822	-0.0317
0.7283	-0.0302
0.7807	-0.0285
0.8238	-0.0267
0.8796	-0.0245
0.9048	-0.0233
0.9350	-0.0218
0.9680	-0.0196
0.9835	-0.0176
0.9923	-0.0164
1.0000	-0.0048
