1.0000	-0.0031
0.9943	0.0133
0.9665	0.0248
0.9402	0.0331
0.8950	0.0454
0.8452	0.0577
0.7918	0.0694
0.7426	0.0793
0.6938	0.0875
0.6405	0.0951
0.5952	0.1007
0.5428	0.1065
0.4961	0.1107
0.4435	0.1140
0.3900	0.1153
0.3435	0.1146
0.2918	0.1113
0.2427	0.1059
0.1948	0.0983
0.1489	0.0881
0.0988	0.0725
0.0562	0.0552
0.0423	0.0480
0.0312	0.0416
0.0230	0.0361
0.0146	0.0297
0.0038	0.0182
0.0000	0.0088
0.0004	-0.0020
0.0049	-0.0098
0.0148	-0.0191
0.0267	-0.0266
0.0500	-0.0356
0.0532	-0.0363
0.0935	-0.0433
0.1168	-0.0453
0.1351	-0.0464
0.1867	-0.0476
0.2434	-0.0477
0.2895	-0.0473
0.3426	-0.0460
0.3927	-0.0451
0.4462	-0.0432
0.4872	-0.0422
0.5401	-0.0404
0.5944	-0.0384
0.6456	-0.0360
0.6892	-0.0338
0.7342	-0.0312
0.7857	-0.0281
0.8363	-0.0247
0.8865	-0.0217
0.9161	-0.0196
0.9477	-0.0169
0.9745	-0.0137
0.9823	-0.0145
1.0000	-0.0031
