1.0000	0.0007
0.9904	0.0151
0.9797	0.0206
0.9712	0.0273
0.9341	0.0488
0.8928	0.0701
0.8427	0.0940
0.7931	0.1158
0.7433	0.1364
0.6966	0.1545
0.6398	0.1752
0.5928	0.1909
0.5477	0.2044
0.4972	0.2174
0.4469	0.2280
0.3901	0.2361
0.3455	0.2394
0.2917	0.2387
0.2434	0.2329
0.1902	0.2189
0.1454	0.1998
0.0941	0.1665
0.0575	0.1305
0.0407	0.1095
0.0338	0.0996
0.0165	0.0685
0.0094	0.0506
0.0017	0.0193
0.0000	-0.0072
0.0020	-0.0228
0.0097	-0.0446
0.0114	-0.0485
0.0194	-0.0595
0.0318	-0.0732
0.0526	-0.0905
0.0811	-0.1084
0.1067	-0.1206
0.1186	-0.1253
0.1454	-0.1345
0.1878	-0.1455
0.2261	-0.1533
0.2566	-0.1583
0.2937	-0.1626
0.3418	-0.1663
0.3929	-0.1672
0.4415	-0.1650
0.4971	-0.1591
0.5393	-0.1521
0.5929	-0.1409
0.6392	-0.1294
0.6867	-0.1168
0.7361	-0.1028
0.7947	-0.0864
0.8430	-0.0718
0.8905	-0.0570
0.9196	-0.0470
0.9503	-0.0355
0.9815	-0.0216
0.9859	-0.0172
0.9918	-0.0114
0.9996	-0.0062
1.0000	0.0007
