1.0000	-0.0025
0.9942	0.0054
0.9824	0.0114
0.9691	0.0190
0.9482	0.0304
0.9188	0.0451
0.8755	0.0648
0.8256	0.0858
0.7808	0.1033
0.7296	0.1220
0.6785	0.1394
0.6295	0.1545
0.5773	0.1684
0.5380	0.1777
0.4814	0.1890
0.4360	0.1958
0.3879	0.1998
0.3385	0.2009
0.2885	0.1969
0.2399	0.1901
0.1867	0.1768
0.1426	0.1607
0.0992	0.1394
0.0576	0.1101
0.0314	0.0829
0.0241	0.0727
0.0104	0.0477
0.0029	0.0259
0.0004	0.0034
0.0070	-0.0259
0.0076	-0.0276
0.0265	-0.0525
0.0433	-0.0680
0.0525	-0.0753
0.0704	-0.0873
0.0898	-0.0979
0.0991	-0.1023
0.1194	-0.1102
0.1409	-0.1173
0.1616	-0.1221
0.1723	-0.1240
0.1884	-0.1264
0.2218	-0.1294
0.2888	-0.1305
0.3477	-0.1282
0.3875	-0.1256
0.4367	-0.1210
0.4907	-0.1151
0.5377	-0.1089
0.5808	-0.1025
0.6293	-0.0943
0.6810	-0.0851
0.7264	-0.0765
0.7763	-0.0670
0.8250	-0.0568
0.8730	-0.0464
0.9089	-0.0378
0.9517	-0.0265
0.9779	-0.0173
0.9886	-0.0127
1.0000	-0.0025
