1.0000	-0.0081
0.9940	0.0092
0.9576	0.0247
0.9167	0.0356
0.8684	0.0452
0.8258	0.0517
0.7692	0.0587
0.7094	0.0654
0.6452	0.0715
0.5937	0.0747
0.5116	0.0767
0.4363	0.0765
0.3727	0.0751
0.3077	0.0722
0.2468	0.0683
0.1901	0.0628
0.1441	0.0570
0.0940	0.0484
0.0495	0.0363
0.0373	0.0313
0.0223	0.0238
0.0076	0.0131
0.0018	0.0049
0.0001	-0.0031
0.0000	-0.0040
0.0037	-0.0087
0.0101	-0.0133
0.0351	-0.0195
0.0820	-0.0243
0.1111	-0.0261
0.1508	-0.0283
0.2061	-0.0302
0.2693	-0.0319
0.3452	-0.0333
0.4025	-0.0339
0.4523	-0.0342
0.5096	-0.0341
0.5737	-0.0335
0.6211	-0.0329
0.6791	-0.0318
0.7291	-0.0307
0.8097	-0.0277
0.8677	-0.0257
0.9107	-0.0246
0.9518	-0.0234
0.9646	-0.0218
0.9868	-0.0181
1.0000	-0.0081
